race,annee,nb,nb_tot
Berger australien,1975,0,163719
Berger australien,1980,0,163719
Berger australien,1985,0,163719
Berger australien,1990,0,163719
Berger australien,1995,0,163719
Berger australien,2000,386,163719
Berger australien,2005,1674,163719
Berger australien,2006,2177,163719
Berger australien,2007,2601,163719
Berger australien,2008,3325,163719
Berger australien,2009,3809,163719
Berger australien,2010,4913,163719
Berger australien,2011,5805,163719
Berger australien,2012,7047,163719
Berger australien,2013,7712,163719
Berger australien,2014,8354,163719
Berger australien,2015,9042,163719
Berger australien,2016,10165,163719
Berger australien,2017,11817,163719
Berger australien,2018,12906,163719
Berger australien,2019,14737,163719
Berger australien,2020,16782,163719
Berger australien,2021,20449,163719
Berger australien,2022,20018,163719
Retriever du labrador,1970,353,162154
Retriever du labrador,1975,708,162154
Retriever du labrador,1980,1716,162154
Retriever du labrador,1985,2527,162154
Retriever du labrador,1990,6011,162154
Retriever du labrador,1995,8120,162154
Retriever du labrador,2000,9359,162154
Retriever du labrador,2005,7274,162154
Retriever du labrador,2006,6941,162154
Retriever du labrador,2007,6569,162154
Retriever du labrador,2008,7120,162154
Retriever du labrador,2009,6433,162154
Retriever du labrador,2010,7127,162154
Retriever du labrador,2011,6958,162154
Retriever du labrador,2012,6720,162154
Retriever du labrador,2013,7195,162154
Retriever du labrador,2014,7277,162154
Retriever du labrador,2015,7352,162154
Retriever du labrador,2016,7470,162154
Retriever du labrador,2017,7563,162154
Retriever du labrador,2018,8055,162154
Retriever du labrador,2019,8000,162154
Retriever du labrador,2020,7813,162154
Retriever du labrador,2021,9086,162154
Retriever du labrador,2022,8407,162154
Cavalier king charles,1970,4,135135
Cavalier king charles,1975,29,135135
Cavalier king charles,1980,121,135135
Cavalier king charles,1985,389,135135
Cavalier king charles,1990,1348,135135
Cavalier king charles,1995,2660,135135
Cavalier king charles,2000,3901,135135
Cavalier king charles,2005,6281,135135
Cavalier king charles,2006,6319,135135
Cavalier king charles,2007,6655,135135
Cavalier king charles,2008,7508,135135
Cavalier king charles,2009,7192,135135
Cavalier king charles,2010,8067,135135
Cavalier king charles,2011,7825,135135
Cavalier king charles,2012,7680,135135
Cavalier king charles,2013,7547,135135
Cavalier king charles,2014,7070,135135
Cavalier king charles,2015,6698,135135
Cavalier king charles,2016,6989,135135
Cavalier king charles,2017,6257,135135
Cavalier king charles,2018,6377,135135
Cavalier king charles,2019,6287,135135
Cavalier king charles,2020,6827,135135
Cavalier king charles,2021,7644,135135
Cavalier king charles,2022,7460,135135
Staffordshire terrier americain,1970,0,134599
Staffordshire terrier americain,1975,0,134599
Staffordshire terrier americain,1980,0,134599
Staffordshire terrier americain,1985,0,134599
Staffordshire terrier americain,1990,49,134599
Staffordshire terrier americain,1995,348,134599
Staffordshire terrier americain,2000,2723,134599
Staffordshire terrier americain,2005,5666,134599
Staffordshire terrier americain,2006,5931,134599
Staffordshire terrier americain,2007,6159,134599
Staffordshire terrier americain,2008,5222,134599
Staffordshire terrier americain,2009,5048,134599
Staffordshire terrier americain,2010,5501,134599
Staffordshire terrier americain,2011,5683,134599
Staffordshire terrier americain,2012,6533,134599
Staffordshire terrier americain,2013,7382,134599
Staffordshire terrier americain,2014,8575,134599
Staffordshire terrier americain,2015,9163,134599
Staffordshire terrier americain,2016,9718,134599
Staffordshire terrier americain,2017,10014,134599
Staffordshire terrier americain,2018,9753,134599
Staffordshire terrier americain,2019,8402,134599
Staffordshire terrier americain,2020,8206,134599
Staffordshire terrier americain,2021,8167,134599
Staffordshire terrier americain,2022,6356,134599
Setter anglais,1970,1947,132384
Setter anglais,1975,3483,132384
Setter anglais,1980,3377,132384
Setter anglais,1985,3894,132384
Setter anglais,1990,4564,132384
Setter anglais,1995,4698,132384
Setter anglais,2000,5137,132384
Setter anglais,2005,5746,132384
Setter anglais,2006,5186,132384
Setter anglais,2007,5591,132384
Setter anglais,2008,6029,132384
Setter anglais,2009,6268,132384
Setter anglais,2010,6095,132384
Setter anglais,2011,6135,132384
Setter anglais,2012,5888,132384
Setter anglais,2013,5920,132384
Setter anglais,2014,5687,132384
Setter anglais,2015,5390,132384
Setter anglais,2016,5591,132384
Setter anglais,2017,5586,132384
Setter anglais,2018,5598,132384
Setter anglais,2019,5334,132384
Setter anglais,2020,6046,132384
Setter anglais,2021,6927,132384
Setter anglais,2022,6267,132384
Cocker spaniel anglais,1970,7466,128411
Cocker spaniel anglais,1975,7354,128411
Cocker spaniel anglais,1980,4877,128411
Cocker spaniel anglais,1985,2496,128411
Cocker spaniel anglais,1990,2596,128411
Cocker spaniel anglais,1995,2808,128411
Cocker spaniel anglais,2000,3892,128411
Cocker spaniel anglais,2005,4964,128411
Cocker spaniel anglais,2006,4831,128411
Cocker spaniel anglais,2007,4910,128411
Cocker spaniel anglais,2008,5052,128411
Cocker spaniel anglais,2009,5203,128411
Cocker spaniel anglais,2010,5214,128411
Cocker spaniel anglais,2011,5035,128411
Cocker spaniel anglais,2012,5104,128411
Cocker spaniel anglais,2013,5264,128411
Cocker spaniel anglais,2014,5100,128411
Cocker spaniel anglais,2015,5085,128411
Cocker spaniel anglais,2016,5114,128411
Cocker spaniel anglais,2017,5377,128411
Cocker spaniel anglais,2018,5447,128411
Cocker spaniel anglais,2019,5784,128411
Cocker spaniel anglais,2020,6036,128411
Cocker spaniel anglais,2021,6604,128411
Cocker spaniel anglais,2022,6798,128411
Epagneul breton,1970,4419,126633
Epagneul breton,1975,4677,126633
Epagneul breton,1980,4942,126633
Epagneul breton,1985,4847,126633
Epagneul breton,1990,5549,126633
Epagneul breton,1995,5168,126633
Epagneul breton,2000,5290,126633
Epagneul breton,2005,5494,126633
Epagneul breton,2006,5474,126633
Epagneul breton,2007,5571,126633
Epagneul breton,2008,5583,126633
Epagneul breton,2009,5382,126633
Epagneul breton,2010,5361,126633
Epagneul breton,2011,5092,126633
Epagneul breton,2012,4943,126633
Epagneul breton,2013,4965,126633
Epagneul breton,2014,4684,126633
Epagneul breton,2015,4804,126633
Epagneul breton,2016,4553,126633
Epagneul breton,2017,4539,126633
Epagneul breton,2018,4506,126633
Epagneul breton,2019,4562,126633
Epagneul breton,2020,5198,126633
Epagneul breton,2021,5837,126633
Epagneul breton,2022,5193,126633
Yorkshire terrier,1970,531,116524
Yorkshire terrier,1975,1378,116524
Yorkshire terrier,1980,3147,116524
Yorkshire terrier,1985,4246,116524
Yorkshire terrier,1990,6260,116524
Yorkshire terrier,1995,5801,116524
Yorkshire terrier,2000,4769,116524
Yorkshire terrier,2005,5214,116524
Yorkshire terrier,2006,5493,116524
Yorkshire terrier,2007,5653,116524
Yorkshire terrier,2008,6220,116524
Yorkshire terrier,2009,6382,116524
Yorkshire terrier,2010,6221,116524
Yorkshire terrier,2011,6189,116524
Yorkshire terrier,2012,6040,116524
Yorkshire terrier,2013,5806,116524
Yorkshire terrier,2014,5244,116524
Yorkshire terrier,2015,4634,116524
Yorkshire terrier,2016,4454,116524
Yorkshire terrier,2017,4535,116524
Yorkshire terrier,2018,3999,116524
Yorkshire terrier,2019,3856,116524
Yorkshire terrier,2020,3555,116524
Yorkshire terrier,2021,3732,116524
Yorkshire terrier,2022,3165,116524
Staffordshire bull terrier,1970,0,115552
Staffordshire bull terrier,1975,0,115552
Staffordshire bull terrier,1980,4,115552
Staffordshire bull terrier,1985,0,115552
Staffordshire bull terrier,1990,24,115552
Staffordshire bull terrier,1995,59,115552
Staffordshire bull terrier,2000,146,115552
Staffordshire bull terrier,2005,663,115552
Staffordshire bull terrier,2006,769,115552
Staffordshire bull terrier,2007,1145,115552
Staffordshire bull terrier,2008,1552,115552
Staffordshire bull terrier,2009,1764,115552
Staffordshire bull terrier,2010,2472,115552
Staffordshire bull terrier,2011,3038,115552
Staffordshire bull terrier,2012,4149,115552
Staffordshire bull terrier,2013,5206,115552
Staffordshire bull terrier,2014,6510,115552
Staffordshire bull terrier,2015,8227,115552
Staffordshire bull terrier,2016,9007,115552
Staffordshire bull terrier,2017,10443,115552
Staffordshire bull terrier,2018,10983,115552
Staffordshire bull terrier,2019,11315,115552
Staffordshire bull terrier,2020,12221,115552
Staffordshire bull terrier,2021,13324,115552
Staffordshire bull terrier,2022,12531,115552
Bouledogue francais,1970,171,104105
Bouledogue francais,1975,175,104105
Bouledogue francais,1980,164,104105
Bouledogue francais,1985,213,104105
Bouledogue francais,1990,421,104105
Bouledogue francais,1995,606,104105
Bouledogue francais,2000,1600,104105
Bouledogue francais,2005,3670,104105
Bouledogue francais,2006,3773,104105
Bouledogue francais,2007,4286,104105
Bouledogue francais,2008,5320,104105
Bouledogue francais,2009,5244,104105
Bouledogue francais,2010,5977,104105
Bouledogue francais,2011,6085,104105
Bouledogue francais,2012,6189,104105
Bouledogue francais,2013,6504,104105
Bouledogue francais,2014,6224,104105
Bouledogue francais,2015,6261,104105
Bouledogue francais,2016,6508,104105
Bouledogue francais,2017,6228,104105
Bouledogue francais,2018,6379,104105
Bouledogue francais,2019,5833,104105
Bouledogue francais,2020,5572,104105
Bouledogue francais,2021,5911,104105
Bouledogue francais,2022,4791,104105
Teckel,1970,5468,101276
Teckel,1975,5082,101276
Teckel,1980,4362,101276
Teckel,1985,4012,101276
Teckel,1990,4795,101276
Teckel,1995,4288,101276
Teckel,2000,4152,101276
Teckel,2005,3794,101276
Teckel,2006,3669,101276
Teckel,2007,3995,101276
Teckel,2008,4293,101276
Teckel,2009,3901,101276
Teckel,2010,4215,101276
Teckel,2011,4090,101276
Teckel,2012,3735,101276
Teckel,2013,3769,101276
Teckel,2014,3636,101276
Teckel,2015,3179,101276
Teckel,2016,3603,101276
Teckel,2017,3593,101276
Teckel,2018,3576,101276
Teckel,2019,3428,101276
Teckel,2020,3664,101276
Teckel,2021,4490,101276
Teckel,2022,4487,101276
Beagle,1970,814,86666
Beagle,1975,1344,86666
Beagle,1980,1146,86666
Beagle,1985,1380,86666
Beagle,1990,1706,86666
Beagle,1995,1708,86666
Beagle,2000,2017,86666
Beagle,2005,2449,86666
Beagle,2006,2723,86666
Beagle,2007,2701,86666
Beagle,2008,2966,86666
Beagle,2009,2840,86666
Beagle,2010,3310,86666
Beagle,2011,3437,86666
Beagle,2012,3767,86666
Beagle,2013,3808,86666
Beagle,2014,4225,86666
Beagle,2015,4051,86666
Beagle,2016,4682,86666
Beagle,2017,5313,86666
Beagle,2018,5624,86666
Beagle,2019,5405,86666
Beagle,2020,6536,86666
Beagle,2021,6613,86666
Beagle,2022,6101,86666
Chihuahua,1970,65,85089
Chihuahua,1975,92,85089
Chihuahua,1980,285,85089
Chihuahua,1985,429,85089
Chihuahua,1990,707,85089
Chihuahua,1995,836,85089
Chihuahua,2000,757,85089
Chihuahua,2005,1153,85089
Chihuahua,2006,1319,85089
Chihuahua,2007,1687,85089
Chihuahua,2008,2502,85089
Chihuahua,2009,3032,85089
Chihuahua,2010,3808,85089
Chihuahua,2011,4966,85089
Chihuahua,2012,5522,85089
Chihuahua,2013,6411,85089
Chihuahua,2014,6308,85089
Chihuahua,2015,6279,85089
Chihuahua,2016,6540,85089
Chihuahua,2017,6393,85089
Chihuahua,2018,5962,85089
Chihuahua,2019,5303,85089
Chihuahua,2020,5185,85089
Chihuahua,2021,5042,85089
Chihuahua,2022,4506,85089
Berger de beauce,1970,622,75541
Berger de beauce,1975,1555,75541
Berger de beauce,1980,3035,75541
Berger de beauce,1985,3242,75541
Berger de beauce,1990,3499,75541
Berger de beauce,1995,3455,75541
Berger de beauce,2000,3574,75541
Berger de beauce,2005,3500,75541
Berger de beauce,2006,3231,75541
Berger de beauce,2007,2945,75541
Berger de beauce,2008,3116,75541
Berger de beauce,2009,2656,75541
Berger de beauce,2010,2797,75541
Berger de beauce,2011,2834,75541
Berger de beauce,2012,3222,75541
Berger de beauce,2013,3266,75541
Berger de beauce,2014,3464,75541
Berger de beauce,2015,3386,75541
Berger de beauce,2016,3358,75541
Berger de beauce,2017,3310,75541
Berger de beauce,2018,3096,75541
Berger de beauce,2019,2969,75541
Berger de beauce,2020,3153,75541
Berger de beauce,2021,3269,75541
Berger de beauce,2022,2987,75541
Terrier jack russell,1970,0,72581
Terrier jack russell,1975,0,72581
Terrier jack russell,1980,0,72581
Terrier jack russell,1985,0,72581
Terrier jack russell,1990,0,72581
Terrier jack russell,1995,237,72581
Terrier jack russell,2000,1161,72581
Terrier jack russell,2005,3529,72581
Terrier jack russell,2006,3502,72581
Terrier jack russell,2007,4130,72581
Terrier jack russell,2008,4856,72581
Terrier jack russell,2009,4977,72581
Terrier jack russell,2010,5336,72581
Terrier jack russell,2011,5142,72581
Terrier jack russell,2012,5079,72581
Terrier jack russell,2013,4890,72581
Terrier jack russell,2014,3907,72581
Terrier jack russell,2015,3592,72581
Terrier jack russell,2016,3525,72581
Terrier jack russell,2017,3385,72581
Terrier jack russell,2018,3111,72581
Terrier jack russell,2019,2938,72581
Terrier jack russell,2020,2989,72581
Terrier jack russell,2021,3298,72581
Terrier jack russell,2022,2997,72581
Chien de cour italien,1970,0,68209
Chien de cour italien,1975,0,68209
Chien de cour italien,1980,0,68209
Chien de cour italien,1985,0,68209
Chien de cour italien,1990,0,68209
Chien de cour italien,1995,0,68209
Chien de cour italien,2000,537,68209
Chien de cour italien,2005,2025,68209
Chien de cour italien,2006,1810,68209
Chien de cour italien,2007,2169,68209
Chien de cour italien,2008,2180,68209
Chien de cour italien,2009,2224,68209
Chien de cour italien,2010,2375,68209
Chien de cour italien,2011,3200,68209
Chien de cour italien,2012,3566,68209
Chien de cour italien,2013,4048,68209
Chien de cour italien,2014,4688,68209
Chien de cour italien,2015,4737,68209
Chien de cour italien,2016,5183,68209
Chien de cour italien,2017,5267,68209
Chien de cour italien,2018,4800,68209
Chien de cour italien,2019,4591,68209
Chien de cour italien,2020,5055,68209
Chien de cour italien,2021,5092,68209
Chien de cour italien,2022,4662,68209
Bouvier bernois,1970,9,64749
Bouvier bernois,1975,9,64749
Bouvier bernois,1980,94,64749
Bouvier bernois,1985,136,64749
Bouvier bernois,1990,577,64749
Bouvier bernois,1995,1101,64749
Bouvier bernois,2000,2021,64749
Bouvier bernois,2005,2837,64749
Bouvier bernois,2006,2875,64749
Bouvier bernois,2007,3358,64749
Bouvier bernois,2008,3625,64749
Bouvier bernois,2009,3365,64749
Bouvier bernois,2010,3514,64749
Bouvier bernois,2011,3532,64749
Bouvier bernois,2012,3520,64749
Bouvier bernois,2013,3715,64749
Bouvier bernois,2014,3857,64749
Bouvier bernois,2015,3718,64749
Bouvier bernois,2016,3429,64749
Bouvier bernois,2017,3383,64749
Bouvier bernois,2018,3299,64749
Bouvier bernois,2019,3239,64749
Bouvier bernois,2020,3200,64749
Bouvier bernois,2021,3381,64749
Bouvier bernois,2022,2955,64749
Shih tzu,1970,3,63756
Shih tzu,1975,72,63756
Shih tzu,1980,227,63756
Shih tzu,1985,480,63756
Shih tzu,1990,2191,63756
Shih tzu,1995,2485,63756
Shih tzu,2000,1950,63756
Shih tzu,2005,2187,63756
Shih tzu,2006,2380,63756
Shih tzu,2007,2770,63756
Shih tzu,2008,2932,63756
Shih tzu,2009,2789,63756
Shih tzu,2010,2996,63756
Shih tzu,2011,3268,63756
Shih tzu,2012,3493,63756
Shih tzu,2013,3374,63756
Shih tzu,2014,3242,63756
Shih tzu,2015,3126,63756
Shih tzu,2016,3247,63756
Shih tzu,2017,3309,63756
Shih tzu,2018,3250,63756
Shih tzu,2019,3138,63756
Shih tzu,2020,3488,63756
Shih tzu,2021,3817,63756
Shih tzu,2022,3542,63756
Rottweiler,1970,1,61229
Rottweiler,1975,22,61229
Rottweiler,1980,85,61229
Rottweiler,1985,404,61229
Rottweiler,1990,1087,61229
Rottweiler,1995,2625,61229
Rottweiler,2000,5925,61229
Rottweiler,2005,4904,61229
Rottweiler,2006,4150,61229
Rottweiler,2007,3361,61229
Rottweiler,2008,2122,61229
Rottweiler,2009,1991,61229
Rottweiler,2010,1928,61229
Rottweiler,2011,2044,61229
Rottweiler,2012,1878,61229
Rottweiler,2013,2221,61229
Rottweiler,2014,2333,61229
Rottweiler,2015,2512,61229
Rottweiler,2016,2817,61229
Rottweiler,2017,2712,61229
Rottweiler,2018,2928,61229
Rottweiler,2019,2914,61229
Rottweiler,2020,3231,61229
Rottweiler,2021,3673,61229
Rottweiler,2022,3361,61229
Husky de siberie,1970,0,57992
Husky de siberie,1975,11,57992
Husky de siberie,1980,246,57992
Husky de siberie,1985,1296,57992
Husky de siberie,1990,5668,57992
Husky de siberie,1995,2262,57992
Husky de siberie,2000,848,57992
Husky de siberie,2005,942,57992
Husky de siberie,2006,1025,57992
Husky de siberie,2007,1109,57992
Husky de siberie,2008,1443,57992
Husky de siberie,2009,1234,57992
Husky de siberie,2010,1806,57992
Husky de siberie,2011,1766,57992
Husky de siberie,2012,2188,57992
Husky de siberie,2013,2205,57992
Husky de siberie,2014,2642,57992
Husky de siberie,2015,2858,57992
Husky de siberie,2016,3206,57992
Husky de siberie,2017,4003,57992
Husky de siberie,2018,3621,57992
Husky de siberie,2019,4054,57992
Husky de siberie,2020,4129,57992
Husky de siberie,2021,5087,57992
Husky de siberie,2022,4343,57992
Boxer,1970,1128,54792
Boxer,1975,3419,54792
Boxer,1980,3374,54792
Boxer,1985,2310,54792
Boxer,1990,2344,54792
Boxer,1995,2161,54792
Boxer,2000,2275,54792
Boxer,2005,2567,54792
Boxer,2006,2270,54792
Boxer,2007,2352,54792
Boxer,2008,2369,54792
Boxer,2009,2068,54792
Boxer,2010,2137,54792
Boxer,2011,2093,54792
Boxer,2012,2072,54792
Boxer,2013,2139,54792
Boxer,2014,2187,54792
Boxer,2015,1846,54792
Boxer,2016,2006,54792
Boxer,2017,1976,54792
Boxer,2018,2036,54792
Boxer,2019,1938,54792
Boxer,2020,1741,54792
Boxer,2021,2019,54792
Boxer,2022,1965,54792
Caniche,1970,2338,47253
Caniche,1975,2401,47253
Caniche,1980,2879,47253
Caniche,1985,3618,47253
Caniche,1990,4530,47253
Caniche,1995,2382,47253
Caniche,2000,1595,47253
Caniche,2005,1778,47253
Caniche,2006,1741,47253
Caniche,2007,1843,47253
Caniche,2008,2077,47253
Caniche,2009,1814,47253
Caniche,2010,1759,47253
Caniche,2011,1633,47253
Caniche,2012,1509,47253
Caniche,2013,1332,47253
Caniche,2014,1373,47253
Caniche,2015,1247,47253
Caniche,2016,1294,47253
Caniche,2017,1228,47253
Caniche,2018,1281,47253
Caniche,2019,1187,47253
Caniche,2020,1387,47253
Caniche,2021,1628,47253
Caniche,2022,1399,47253
West highland white terrier,1970,20,44868
West highland white terrier,1975,125,44868
West highland white terrier,1980,205,44868
West highland white terrier,1985,371,44868
West highland white terrier,1990,1894,44868
West highland white terrier,1995,2803,44868
West highland white terrier,2000,2814,44868
West highland white terrier,2005,2928,44868
West highland white terrier,2006,2517,44868
West highland white terrier,2007,2736,44868
West highland white terrier,2008,2511,44868
West highland white terrier,2009,2333,44868
West highland white terrier,2010,2437,44868
West highland white terrier,2011,2218,44868
West highland white terrier,2012,2264,44868
West highland white terrier,2013,2224,44868
West highland white terrier,2014,1981,44868
West highland white terrier,2015,1822,44868
West highland white terrier,2016,1692,44868
West highland white terrier,2017,1633,44868
West highland white terrier,2018,1504,44868
West highland white terrier,2019,1456,44868
West highland white terrier,2020,1527,44868
West highland white terrier,2021,1480,44868
West highland white terrier,2022,1373,44868
Berger blanc suisse,1970,0,42112
Berger blanc suisse,1975,0,42112
Berger blanc suisse,1980,0,42112
Berger blanc suisse,1985,0,42112
Berger blanc suisse,1990,0,42112
Berger blanc suisse,1995,0,42112
Berger blanc suisse,2000,0,42112
Berger blanc suisse,2005,853,42112
Berger blanc suisse,2006,867,42112
Berger blanc suisse,2007,1426,42112
Berger blanc suisse,2008,1439,42112
Berger blanc suisse,2009,1631,42112
Berger blanc suisse,2010,1854,42112
Berger blanc suisse,2011,2009,42112
Berger blanc suisse,2012,2268,42112
Berger blanc suisse,2013,2432,42112
Berger blanc suisse,2014,2774,42112
Berger blanc suisse,2015,2751,42112
Berger blanc suisse,2016,2985,42112
Berger blanc suisse,2017,3133,42112
Berger blanc suisse,2018,3111,42112
Berger blanc suisse,2019,2950,42112
Berger blanc suisse,2020,3021,42112
Berger blanc suisse,2021,3548,42112
Berger blanc suisse,2022,3060,42112
Braque allemand a poil court,1970,1736,41700
Braque allemand a poil court,1975,3035,41700
Braque allemand a poil court,1980,2695,41700
Braque allemand a poil court,1985,2414,41700
Braque allemand a poil court,1990,2256,41700
Braque allemand a poil court,1995,1721,41700
Braque allemand a poil court,2000,1810,41700
Braque allemand a poil court,2005,1703,41700
Braque allemand a poil court,2006,1616,41700
Braque allemand a poil court,2007,1734,41700
Braque allemand a poil court,2008,1390,41700
Braque allemand a poil court,2009,1462,41700
Braque allemand a poil court,2010,1299,41700
Braque allemand a poil court,2011,1395,41700
Braque allemand a poil court,2012,1292,41700
Braque allemand a poil court,2013,1407,41700
Braque allemand a poil court,2014,1435,41700
Braque allemand a poil court,2015,1336,41700
Braque allemand a poil court,2016,1263,41700
Braque allemand a poil court,2017,1305,41700
Braque allemand a poil court,2018,1286,41700
Braque allemand a poil court,2019,1422,41700
Braque allemand a poil court,2020,1528,41700
Braque allemand a poil court,2021,1529,41700
Braque allemand a poil court,2022,1631,41700
Border collie,1970,0,40993
Border collie,1975,0,40993
Border collie,1980,131,40993
Border collie,1985,245,40993
Border collie,1990,344,40993
Border collie,1995,759,40993
Border collie,2000,1279,40993
Border collie,2005,1194,40993
Border collie,2006,1426,40993
Border collie,2007,1485,40993
Border collie,2008,1881,40993
Border collie,2009,1820,40993
Border collie,2010,1800,40993
Border collie,2011,1943,40993
Border collie,2012,2004,40993
Border collie,2013,2051,40993
Border collie,2014,2280,40993
Border collie,2015,2044,40993
Border collie,2016,2247,40993
Border collie,2017,2126,40993
Border collie,2018,2404,40993
Border collie,2019,2422,40993
Border collie,2020,2441,40993
Border collie,2021,3214,40993
Border collie,2022,3453,40993
Coton de tulear,1970,0,40167
Coton de tulear,1975,1,40167
Coton de tulear,1980,29,40167
Coton de tulear,1985,300,40167
Coton de tulear,1990,1220,40167
Coton de tulear,1995,1501,40167
Coton de tulear,2000,1575,40167
Coton de tulear,2005,2035,40167
Coton de tulear,2006,1972,40167
Coton de tulear,2007,1873,40167
Coton de tulear,2008,2330,40167
Coton de tulear,2009,2212,40167
Coton de tulear,2010,2181,40167
Coton de tulear,2011,2507,40167
Coton de tulear,2012,2064,40167
Coton de tulear,2013,2274,40167
Coton de tulear,2014,1958,40167
Coton de tulear,2015,1693,40167
Coton de tulear,2016,1950,40167
Coton de tulear,2017,1702,40167
Coton de tulear,2018,1695,40167
Coton de tulear,2019,1774,40167
Coton de tulear,2020,1735,40167
Coton de tulear,2021,1888,40167
Coton de tulear,2022,1698,40167
Spitz allemand,1970,356,38528
Spitz allemand,1975,389,38528
Spitz allemand,1980,647,38528
Spitz allemand,1985,589,38528
Spitz allemand,1990,788,38528
Spitz allemand,1995,644,38528
Spitz allemand,2000,473,38528
Spitz allemand,2005,602,38528
Spitz allemand,2006,660,38528
Spitz allemand,2007,754,38528
Spitz allemand,2008,917,38528
Spitz allemand,2009,978,38528
Spitz allemand,2010,1083,38528
Spitz allemand,2011,1300,38528
Spitz allemand,2012,1378,38528
Spitz allemand,2013,1679,38528
Spitz allemand,2014,1737,38528
Spitz allemand,2015,1853,38528
Spitz allemand,2016,2323,38528
Spitz allemand,2017,2523,38528
Spitz allemand,2018,2751,38528
Spitz allemand,2019,3319,38528
Spitz allemand,2020,3462,38528
Spitz allemand,2021,3581,38528
Spitz allemand,2022,3742,38528
English springer spaniel,1970,494,38026
English springer spaniel,1975,478,38026
English springer spaniel,1980,443,38026
English springer spaniel,1985,535,38026
English springer spaniel,1990,840,38026
English springer spaniel,1995,1122,38026
English springer spaniel,2000,1481,38026
English springer spaniel,2005,1844,38026
English springer spaniel,2006,1695,38026
English springer spaniel,2007,1656,38026
English springer spaniel,2008,2085,38026
English springer spaniel,2009,1718,38026
English springer spaniel,2010,1866,38026
English springer spaniel,2011,1743,38026
English springer spaniel,2012,1877,38026
English springer spaniel,2013,2052,38026
English springer spaniel,2014,1601,38026
English springer spaniel,2015,1784,38026
English springer spaniel,2016,1721,38026
English springer spaniel,2017,1779,38026
English springer spaniel,2018,1820,38026
English springer spaniel,2019,1744,38026
English springer spaniel,2020,1753,38026
English springer spaniel,2021,2036,38026
English springer spaniel,2022,1859,38026
Collie a poil court,1970,1169,37804
Collie a poil court,1975,2338,37804
Collie a poil court,1980,3882,37804
Collie a poil court,1985,4717,37804
Collie a poil court,1990,3857,37804
Collie a poil court,1995,2337,37804
Collie a poil court,2000,1313,37804
Collie a poil court,2005,1229,37804
Collie a poil court,2006,1250,37804
Collie a poil court,2007,1151,37804
Collie a poil court,2008,1350,37804
Collie a poil court,2009,1136,37804
Collie a poil court,2010,1290,37804
Collie a poil court,2011,1190,37804
Collie a poil court,2012,1133,37804
Collie a poil court,2013,974,37804
Collie a poil court,2014,838,37804
Collie a poil court,2015,761,37804
Collie a poil court,2016,864,37804
Collie a poil court,2017,789,37804
Collie a poil court,2018,809,37804
Collie a poil court,2019,798,37804
Collie a poil court,2020,844,37804
Collie a poil court,2021,909,37804
Collie a poil court,2022,876,37804
